name,type,value,date,fName,lName,birth,country
Myskina,2,4155.0,2004-09-20,Anastasia,Myskina,19810708.0,RUS
Davenport,3,4057.0,2004-09-20,Lindsay,Davenport,19760608.0,USA
Henin,4,4004.0,2004-09-20,Justine,Henin,19820601.0,BEL
Kuznetsova,5,3182.0,2004-09-20,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3078.0,2004-09-20,Elena,Dementieva,19811015.0,RUS
Clijsters,7,2815.0,2004-09-20,Kim,Clijsters,19830608.0,BEL
Capriati,8,2598.0,2004-09-20,Jennifer,Capriati,19760329.0,USA
Sharapova,9,2502.0,2004-09-20,Maria,Sharapova,19870419.0,RUS
S. Williams,10,2273.0,2004-09-20,Serena,Williams,19810926.0,USA
Mauresmo,1,4527.0,2004-09-27,Amelie,Mauresmo,19790705.0,FRA
Davenport,2,4057.0,2004-09-27,Lindsay,Davenport,19760608.0,USA
Henin,3,3845.0,2004-09-27,Justine,Henin,19820601.0,BEL
Myskina,4,3779.0,2004-09-27,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,5,3333.0,2004-09-27,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3078.0,2004-09-27,Elena,Dementieva,19811015.0,RUS
Clijsters,7,2689.0,2004-09-27,Kim,Clijsters,19830608.0,BEL
Sharapova,8,2603.0,2004-09-27,Maria,Sharapova,19870419.0,RUS
Capriati,9,2598.0,2004-09-27,Jennifer,Capriati,19760329.0,USA
S. Williams,10,2596.0,2004-09-27,Serena,Williams,19810926.0,USA
Mauresmo,1,4242.0,2004-10-04,Amelie,Mauresmo,19790705.0,FRA
Davenport,2,4057.0,2004-10-04,Lindsay,Davenport,19760608.0,USA
Henin,3,3845.0,2004-10-04,Justine,Henin,19820601.0,BEL
Myskina,4,3440.0,2004-10-04,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,5,3333.0,2004-10-04,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3090.0,2004-10-04,Elena,Dementieva,19811015.0,RUS
Clijsters,7,2777.0,2004-10-04,Kim,Clijsters,19830608.0,BEL
Capriati,8,2597.0,2004-10-04,Jennifer,Capriati,19760329.0,USA
S. Williams,9,2596.0,2004-10-04,Serena,Williams,19810926.0,USA
Sharapova,10,2577.0,2004-10-04,Maria,Sharapova,19870419.0,RUS
Mauresmo,1,4395.0,2004-10-11,Amelie,Mauresmo,19790705.0,FRA
Davenport,2,4380.0,2004-10-11,Lindsay,Davenport,19760608.0,USA
Henin,3,3598.0,2004-10-11,Justine,Henin,19820601.0,BEL
Myskina,4,3533.0,2004-10-11,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,5,3425.0,2004-10-11,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,2978.0,2004-10-11,Elena,Dementieva,19811015.0,RUS
Sharapova,7,2670.0,2004-10-11,Maria,Sharapova,19870419.0,RUS
Capriati,8,2596.0,2004-10-11,Jennifer,Capriati,19760329.0,USA
S. Williams,9,2596.0,2004-10-11,Serena,Williams,19810926.0,USA
Clijsters,10,2394.0,2004-10-11,Kim,Clijsters,19830608.0,BEL
Davenport,1,4546.0,2004-10-18,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4394.0,2004-10-18,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,3969.0,2004-10-18,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,4,3445.0,2004-10-18,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,5,3299.0,2004-10-18,Elena,Dementieva,19811015.0,RUS
Henin,6,3195.0,2004-10-18,Justine,Henin,19820601.0,BEL
Sharapova,7,2670.0,2004-10-18,Maria,Sharapova,19870419.0,RUS
Capriati,8,2596.0,2004-10-18,Jennifer,Capriati,19760329.0,USA
S. Williams,9,2596.0,2004-10-18,Serena,Williams,19810926.0,USA
Clijsters,10,2245.0,2004-10-18,Kim,Clijsters,19830608.0,BEL
Davenport,1,4546.0,2004-10-25,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4394.0,2004-10-25,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,3937.0,2004-10-25,Anastasia,Myskina,19810708.0,RUS
Dementieva,4,3491.0,2004-10-25,Elena,Dementieva,19811015.0,RUS
Kuznetsova,5,3445.0,2004-10-25,Svetlana,Kuznetsova,19850627.0,RUS
Henin,6,3195.0,2004-10-25,Justine,Henin,19820601.0,BEL
Sharapova,7,2904.0,2004-10-25,Maria,Sharapova,19870419.0,RUS
Capriati,8,2596.0,2004-10-25,Jennifer,Capriati,19760329.0,USA
S. Williams,9,2596.0,2004-10-25,Serena,Williams,19810926.0,USA
V. Williams,10,2332.0,2004-10-25,Venus,Williams,19800617.0,USA
Davenport,1,4546.0,2004-11-01,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4370.0,2004-11-01,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,3750.0,2004-11-01,Anastasia,Myskina,19810708.0,RUS
Dementieva,4,3491.0,2004-11-01,Elena,Dementieva,19811015.0,RUS
Kuznetsova,5,3445.0,2004-11-01,Svetlana,Kuznetsova,19850627.0,RUS
Henin,6,3195.0,2004-11-01,Justine,Henin,19820601.0,BEL
Sharapova,7,2808.0,2004-11-01,Maria,Sharapova,19870419.0,RUS
S. Williams,8,2597.0,2004-11-01,Serena,Williams,19810926.0,USA
Capriati,9,2596.0,2004-11-01,Jennifer,Capriati,19760329.0,USA
V. Williams,10,2332.0,2004-11-01,Venus,Williams,19800617.0,USA
Davenport,1,4546.0,2004-11-08,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4195.0,2004-11-08,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,3645.0,2004-11-08,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,4,3445.0,2004-11-08,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,5,3382.0,2004-11-08,Elena,Dementieva,19811015.0,RUS
Sharapova,6,2902.0,2004-11-08,Maria,Sharapova,19870419.0,RUS
Henin,7,2884.0,2004-11-08,Justine,Henin,19820601.0,BEL
S. Williams,8,2597.0,2004-11-08,Serena,Williams,19810926.0,USA
V. Williams,9,2400.0,2004-11-08,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-11-08,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-11-15,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-11-15,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-11-15,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-11-15,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-11-15,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-11-15,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-11-15,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-11-15,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-11-15,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-11-15,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-11-22,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-11-22,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-11-22,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-11-22,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-11-22,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-11-22,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-11-22,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-11-22,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-11-22,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-11-22,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-11-29,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-11-29,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-11-29,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-11-29,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-11-29,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-11-29,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-11-29,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-11-29,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-11-29,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-11-29,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-12-06,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-12-06,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-12-06,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-12-06,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-12-06,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-12-06,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-12-06,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-12-06,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-12-06,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-12-06,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-12-13,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-12-13,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-12-13,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-12-13,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-12-13,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-12-13,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-12-13,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-12-13,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-12-13,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-12-13,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-12-20,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-12-20,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-12-20,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-12-20,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-12-20,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-12-20,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-12-20,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-12-20,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-12-20,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-12-20,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2004-12-27,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2004-12-27,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2004-12-27,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2004-12-27,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2004-12-27,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2004-12-27,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2004-12-27,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2004-12-27,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2004-12-27,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2004-12-27,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2005-01-01,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2005-01-01,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2005-01-01,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2005-01-01,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2005-01-01,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2005-01-01,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2005-01-01,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2005-01-01,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2005-01-01,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2005-01-01,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2005-01-03,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2005-01-03,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2005-01-03,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2005-01-03,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3533.0,2005-01-03,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2005-01-03,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2005-01-03,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2005-01-03,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2005-01-03,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2005-01-03,Jennifer,Capriati,19760329.0,USA
Davenport,1,4760.0,2005-01-10,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4546.0,2005-01-10,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4012.0,2005-01-10,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2005-01-10,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3526.0,2005-01-10,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3448.0,2005-01-10,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2005-01-10,Serena,Williams,19810926.0,USA
Henin,8,2884.0,2005-01-10,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2005-01-10,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2005-01-10,Jennifer,Capriati,19760329.0,USA
Davenport,1,4666.0,2005-01-17,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4320.0,2005-01-17,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,3934.0,2005-01-17,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2005-01-17,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3526.0,2005-01-17,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3505.0,2005-01-17,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2005-01-17,Serena,Williams,19810926.0,USA
Henin,8,2556.0,2005-01-17,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2005-01-17,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2005-01-17,Jennifer,Capriati,19760329.0,USA
Davenport,1,4666.0,2005-01-24,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4320.0,2005-01-24,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,3934.0,2005-01-24,Anastasia,Myskina,19810708.0,RUS
Sharapova,4,3536.0,2005-01-24,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3526.0,2005-01-24,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,6,3505.0,2005-01-24,Elena,Dementieva,19811015.0,RUS
S. Williams,7,3128.0,2005-01-24,Serena,Williams,19810926.0,USA
Henin,8,2556.0,2005-01-24,Justine,Henin,19820601.0,BEL
V. Williams,9,2400.0,2005-01-24,Venus,Williams,19800617.0,USA
Capriati,10,2359.0,2005-01-24,Jennifer,Capriati,19760329.0,USA
Davenport,1,5058.0,2005-01-31,Lindsay,Davenport,19760608.0,USA
S. Williams,2,4336.0,2005-01-31,Serena,Williams,19810926.0,USA
Mauresmo,3,4322.0,2005-01-31,Amelie,Mauresmo,19790705.0,FRA
Sharapova,4,3934.0,2005-01-31,Maria,Sharapova,19870419.0,RUS
Myskina,5,3738.0,2005-01-31,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,6,3668.0,2005-01-31,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,7,3639.0,2005-01-31,Elena,Dementieva,19811015.0,RUS
V. Williams,8,2476.0,2005-01-31,Venus,Williams,19800617.0,USA
Capriati,9,2359.0,2005-01-31,Jennifer,Capriati,19760329.0,USA
Molik,10,2343.0,2005-01-31,Alicia,Molik,19810127.0,AUS
Davenport,1,4965.0,2005-02-07,Lindsay,Davenport,19760608.0,USA
S. Williams,2,4336.0,2005-02-07,Serena,Williams,19810926.0,USA
Sharapova,3,4332.0,2005-02-07,Maria,Sharapova,19870419.0,RUS
Mauresmo,4,4322.0,2005-02-07,Amelie,Mauresmo,19790705.0,FRA
Kuznetsova,5,3745.0,2005-02-07,Svetlana,Kuznetsova,19850627.0,RUS
Myskina,6,3738.0,2005-02-07,Anastasia,Myskina,19810708.0,RUS
Dementieva,7,3717.0,2005-02-07,Elena,Dementieva,19811015.0,RUS
V. Williams,8,2391.0,2005-02-07,Venus,Williams,19800617.0,USA
Capriati,9,2359.0,2005-02-07,Jennifer,Capriati,19760329.0,USA
Molik,10,2343.0,2005-02-07,Alicia,Molik,19810127.0,AUS
Davenport,1,4965.0,2005-02-14,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4524.0,2005-02-14,Amelie,Mauresmo,19790705.0,FRA
S. Williams,3,4389.0,2005-02-14,Serena,Williams,19810926.0,USA
Sharapova,4,4332.0,2005-02-14,Maria,Sharapova,19870419.0,RUS
Kuznetsova,5,3745.0,2005-02-14,Svetlana,Kuznetsova,19850627.0,RUS
Myskina,6,3738.0,2005-02-14,Anastasia,Myskina,19810708.0,RUS
Dementieva,7,3665.0,2005-02-14,Elena,Dementieva,19811015.0,RUS
V. Williams,8,2391.0,2005-02-14,Venus,Williams,19800617.0,USA
Capriati,9,2359.0,2005-02-14,Jennifer,Capriati,19760329.0,USA
Molik,10,2343.0,2005-02-14,Alicia,Molik,19810127.0,AUS
Davenport,1,4965.0,2005-02-21,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4854.0,2005-02-21,Amelie,Mauresmo,19790705.0,FRA
S. Williams,3,4389.0,2005-02-21,Serena,Williams,19810926.0,USA
Sharapova,4,4311.0,2005-02-21,Maria,Sharapova,19870419.0,RUS
Myskina,5,3856.0,2005-02-21,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,6,3745.0,2005-02-21,Svetlana,Kuznetsova,19850627.0,RUS
Dementieva,7,3665.0,2005-02-21,Elena,Dementieva,19811015.0,RUS
V. Williams,8,2583.0,2005-02-21,Venus,Williams,19800617.0,USA
Molik,9,2426.0,2005-02-21,Alicia,Molik,19810127.0,AUS
Capriati,10,2359.0,2005-02-21,Jennifer,Capriati,19760329.0,USA
Davenport,1,4965.0,2005-02-28,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4890.0,2005-02-28,Amelie,Mauresmo,19790705.0,FRA
Sharapova,3,4544.0,2005-02-28,Maria,Sharapova,19870419.0,RUS
S. Williams,4,4389.0,2005-02-28,Serena,Williams,19810926.0,USA
Myskina,5,3785.0,2005-02-28,Anastasia,Myskina,19810708.0,RUS
Dementieva,6,3665.0,2005-02-28,Elena,Dementieva,19811015.0,RUS
Kuznetsova,7,3545.0,2005-02-28,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2630.0,2005-02-28,Alicia,Molik,19810127.0,AUS
V. Williams,9,2519.0,2005-02-28,Venus,Williams,19800617.0,USA
Capriati,10,2358.0,2005-02-28,Jennifer,Capriati,19760329.0,USA
Davenport,1,5161.0,2005-03-07,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4890.0,2005-03-07,Amelie,Mauresmo,19790705.0,FRA
Sharapova,3,4544.0,2005-03-07,Maria,Sharapova,19870419.0,RUS
S. Williams,4,4535.0,2005-03-07,Serena,Williams,19810926.0,USA
Dementieva,5,3665.0,2005-03-07,Elena,Dementieva,19811015.0,RUS
Myskina,6,3567.0,2005-03-07,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3338.0,2005-03-07,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2630.0,2005-03-07,Alicia,Molik,19810127.0,AUS
V. Williams,9,2520.0,2005-03-07,Venus,Williams,19800617.0,USA
Capriati,10,2234.0,2005-03-07,Jennifer,Capriati,19760329.0,USA
Davenport,1,5161.0,2005-03-14,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4890.0,2005-03-14,Amelie,Mauresmo,19790705.0,FRA
Sharapova,3,4544.0,2005-03-14,Maria,Sharapova,19870419.0,RUS
S. Williams,4,4535.0,2005-03-14,Serena,Williams,19810926.0,USA
Dementieva,5,3665.0,2005-03-14,Elena,Dementieva,19811015.0,RUS
Myskina,6,3567.0,2005-03-14,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3338.0,2005-03-14,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2630.0,2005-03-14,Alicia,Molik,19810127.0,AUS
V. Williams,9,2520.0,2005-03-14,Venus,Williams,19800617.0,USA
Capriati,10,2234.0,2005-03-14,Jennifer,Capriati,19760329.0,USA
Davenport,1,5233.0,2005-03-21,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4890.0,2005-03-21,Amelie,Mauresmo,19790705.0,FRA
Sharapova,3,4662.0,2005-03-21,Maria,Sharapova,19870419.0,RUS
S. Williams,4,4535.0,2005-03-21,Serena,Williams,19810926.0,USA
Dementieva,5,3884.0,2005-03-21,Elena,Dementieva,19811015.0,RUS
Myskina,6,3358.0,2005-03-21,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3323.0,2005-03-21,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2630.0,2005-03-21,Alicia,Molik,19810127.0,AUS
V. Williams,9,2520.0,2005-03-21,Venus,Williams,19800617.0,USA
Capriati,10,2234.0,2005-03-21,Jennifer,Capriati,19760329.0,USA
Davenport,1,5233.0,2005-03-28,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4890.0,2005-03-28,Amelie,Mauresmo,19790705.0,FRA
Sharapova,3,4662.0,2005-03-28,Maria,Sharapova,19870419.0,RUS
S. Williams,4,4535.0,2005-03-28,Serena,Williams,19810926.0,USA
Dementieva,5,3884.0,2005-03-28,Elena,Dementieva,19811015.0,RUS
Myskina,6,3358.0,2005-03-28,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3323.0,2005-03-28,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2630.0,2005-03-28,Alicia,Molik,19810127.0,AUS
V. Williams,9,2520.0,2005-03-28,Venus,Williams,19800617.0,USA
Capriati,10,2234.0,2005-03-28,Jennifer,Capriati,19760329.0,USA
Davenport,1,5233.0,2005-04-04,Lindsay,Davenport,19760608.0,USA
Mauresmo,2,4992.0,2005-04-04,Amelie,Mauresmo,19790705.0,FRA
Sharapova,3,4892.0,2005-04-04,Maria,Sharapova,19870419.0,RUS
S. Williams,4,4223.0,2005-04-04,Serena,Williams,19810926.0,USA
Dementieva,5,3633.0,2005-04-04,Elena,Dementieva,19811015.0,RUS
Myskina,6,3427.0,2005-04-04,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3323.0,2005-04-04,Svetlana,Kuznetsova,19850627.0,RUS
V. Williams,8,2628.0,2005-04-04,Venus,Williams,19800617.0,USA
Molik,9,2599.0,2005-04-04,Alicia,Molik,19810127.0,AUS
Zvonareva,10,2217.0,2005-04-04,Vera,Zvonareva,19840907.0,RUS
Davenport,1,5184.0,2005-04-11,Lindsay,Davenport,19760608.0,USA
Sharapova,2,4892.0,2005-04-11,Maria,Sharapova,19870419.0,RUS
Mauresmo,3,4808.0,2005-04-11,Amelie,Mauresmo,19790705.0,FRA
S. Williams,4,4218.0,2005-04-11,Serena,Williams,19810926.0,USA
Dementieva,5,3633.0,2005-04-11,Elena,Dementieva,19811015.0,RUS
Myskina,6,3455.0,2005-04-11,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3323.0,2005-04-11,Svetlana,Kuznetsova,19850627.0,RUS
V. Williams,8,2693.0,2005-04-11,Venus,Williams,19800617.0,USA
Molik,9,2585.0,2005-04-11,Alicia,Molik,19810127.0,AUS
Zvonareva,10,2224.0,2005-04-11,Vera,Zvonareva,19840907.0,RUS
Davenport,1,5169.0,2005-04-18,Lindsay,Davenport,19760608.0,USA
Sharapova,2,4892.0,2005-04-18,Maria,Sharapova,19870419.0,RUS
Mauresmo,3,4808.0,2005-04-18,Amelie,Mauresmo,19790705.0,FRA
S. Williams,4,4174.0,2005-04-18,Serena,Williams,19810926.0,USA
Dementieva,5,3852.0,2005-04-18,Elena,Dementieva,19811015.0,RUS
Myskina,6,3455.0,2005-04-18,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3323.0,2005-04-18,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2585.0,2005-04-18,Alicia,Molik,19810127.0,AUS
V. Williams,9,2369.0,2005-04-18,Venus,Williams,19800617.0,USA
Zvonareva,10,2179.0,2005-04-18,Vera,Zvonareva,19840907.0,RUS
Davenport,1,5169.0,2005-04-25,Lindsay,Davenport,19760608.0,USA
Sharapova,2,4892.0,2005-04-25,Maria,Sharapova,19870419.0,RUS
Mauresmo,3,4808.0,2005-04-25,Amelie,Mauresmo,19790705.0,FRA
S. Williams,4,4174.0,2005-04-25,Serena,Williams,19810926.0,USA
Dementieva,5,3852.0,2005-04-25,Elena,Dementieva,19811015.0,RUS
Myskina,6,3455.0,2005-04-25,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3323.0,2005-04-25,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2585.0,2005-04-25,Alicia,Molik,19810127.0,AUS
V. Williams,9,2369.0,2005-04-25,Venus,Williams,19800617.0,USA
Zvonareva,10,2179.0,2005-04-25,Vera,Zvonareva,19840907.0,RUS
Davenport,1,5169.0,2005-05-02,Lindsay,Davenport,19760608.0,USA
Sharapova,2,4892.0,2005-05-02,Maria,Sharapova,19870419.0,RUS
Mauresmo,3,4808.0,2005-05-02,Amelie,Mauresmo,19790705.0,FRA
S. Williams,4,4174.0,2005-05-02,Serena,Williams,19810926.0,USA
Dementieva,5,3852.0,2005-05-02,Elena,Dementieva,19811015.0,RUS
Myskina,6,3455.0,2005-05-02,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3322.0,2005-05-02,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2585.0,2005-05-02,Alicia,Molik,19810127.0,AUS
Capriati,9,2150.0,2005-05-02,Jennifer,Capriati,19760329.0,USA
Zvonareva,10,2102.0,2005-05-02,Vera,Zvonareva,19840907.0,RUS
Davenport,1,5169.0,2005-05-09,Lindsay,Davenport,19760608.0,USA
Sharapova,2,4900.0,2005-05-09,Maria,Sharapova,19870419.0,RUS
Mauresmo,3,4509.0,2005-05-09,Amelie,Mauresmo,19790705.0,FRA
S. Williams,4,4174.0,2005-05-09,Serena,Williams,19810926.0,USA
Dementieva,5,3807.0,2005-05-09,Elena,Dementieva,19811015.0,RUS
Myskina,6,3371.0,2005-05-09,Anastasia,Myskina,19810708.0,RUS
Kuznetsova,7,3283.0,2005-05-09,Svetlana,Kuznetsova,19850627.0,RUS
Molik,8,2585.0,2005-05-09,Alicia,Molik,19810127.0,AUS
Petrova,9,2258.0,2005-05-09,Nadia,Petrova,19820608.0,RUS
Zvonareva,10,2102.0,2005-05-09,Vera,Zvonareva,19840907.0,RUS
Davenport,1,5169.0,2005-05-16,Lindsay,Davenport,19760608.0,USA
